model_name,country,country_code,language,condition,PC1,PC2,data_source
deepseek-chat,Puerto Rico,630,es,imitation,1.5652,-0.5387,LLM
deepseek-chat,Qatar,634,ar,imitation,-1.8677,-3.5753,LLM
deepseek-chat,Qatar,634,en,imitation,-1.0111,-3.3823,LLM
deepseek-chat,Russian Federation,643,en,imitation,-0.3126,-0.6697,LLM
deepseek-chat,Russian Federation,643,ru,imitation,-0.5409,-0.8073,LLM
deepseek-chat,Rwanda,646,en-native,imitation,-1.9626,-2.1103,LLM
deepseek-chat,Rwanda,646,fr,imitation,-1.7518,-1.9439,LLM
deepseek-chat,Singapore,702,en-native,imitation,0.1477,-0.4373,LLM
deepseek-chat,Singapore,702,zh-cn,imitation,0.9755,0.1101,LLM
deepseek-chat,South Africa,710,en-native,imitation,-0.2843,0.4693,LLM
deepseek-chat,Spain,724,en,imitation,1.0685,0.7531,LLM
deepseek-chat,Spain,724,es,imitation,1.9122,3.0651,LLM
deepseek-chat,Switzerland,756,de,imitation,1.0309,1.8405,LLM
deepseek-chat,Switzerland,756,en,imitation,5.7002,0.2136,LLM
deepseek-chat,Switzerland,756,fr,imitation,4.5457,0.1496,LLM
deepseek-chat,Switzerland,756,it,imitation,2.0338,1.4135,LLM
deepseek-chat,"Taiwan, Province of China",158,en,imitation,0.7472,-0.0276,LLM
deepseek-chat,"Taiwan, Province of China",158,zh-tw,imitation,1.7669,1.3761,LLM
deepseek-chat,Trinidad and Tobago,780,en-native,imitation,0.8379,-2.0925,LLM
deepseek-chat,Tunisia,788,ar,imitation,-1.2916,-1.7115,LLM
deepseek-chat,Tunisia,788,en,imitation,-1.4086,-1.6074,LLM
deepseek-chat,United Kingdom,826,en-native,imitation,1.0959,2.5479,LLM
deepseek-chat,United States of America,840,en-native,imitation,3.3365,1.7674,LLM
deepseek-chat,Uruguay,858,en,imitation,3.0646,0.1359,LLM
deepseek-chat,Uruguay,858,es,imitation,1.1729,0.9877,LLM
deepseek-chat,Venezuela,862,en,imitation,-2.1596,1.2264,LLM
deepseek-chat,Venezuela,862,es,imitation,-2.6198,0.994,LLM
deepseek-chat,Yemen,887,ar,imitation,-4.2273,-1.3065,LLM
deepseek-chat,Yemen,887,en,imitation,-3.0475,-2.4409,LLM
deepseek-chat,Zambia,894,en-native,imitation,-1.3911,-1.6361,LLM
deepseek-chat,Zimbabwe,716,en-native,imitation,-1.6019,-1.8024,LLM
deepseek-chat-v3.1,Algeria,12,ar,imitation,-2.1909,-2.248,LLM
deepseek-chat-v3.1,Algeria,12,en,imitation,-1.9801,-2.0816,LLM
deepseek-chat-v3.1,Argentina,32,en,imitation,0.9532,-0.1712,LLM
deepseek-chat-v3.1,Argentina,32,es,imitation,1.1665,2.9094,LLM
deepseek-chat-v3.1,Australia,36,en-native,imitation,5.1159,1.0428,LLM
deepseek-chat-v3.1,Austria,40,de,imitation,1.7194,2.2106,LLM
deepseek-chat-v3.1,Austria,40,en,imitation,2.5292,3.4462,LLM
deepseek-chat-v3.1,Belarus,112,en,imitation,-0.6977,-0.956,LLM
deepseek-chat-v3.1,Belarus,112,ru,imitation,-1.3512,-1.3834,LLM
deepseek-chat-v3.1,Belgium,56,de,imitation,2.6991,2.1581,LLM
deepseek-chat-v3.1,Belgium,56,en,imitation,4.3655,3.5866,LLM
deepseek-chat-v3.1,Belgium,56,fr,imitation,2.6336,3.6808,LLM
deepseek-chat-v3.1,Bolivia,68,en,imitation,-0.1968,-1.1267,LLM
deepseek-chat-v3.1,Bolivia,68,es,imitation,-0.1337,-1.2485,LLM
deepseek-chat-v3.1,Brazil,76,en,imitation,2.254,-0.7272,LLM
deepseek-chat-v3.1,Brazil,76,pt,imitation,1.4984,2.0837,LLM
deepseek-chat-v3.1,Burkina Faso,854,en,imitation,-1.6019,-1.8024,LLM
deepseek-chat-v3.1,Burkina Faso,854,fr,imitation,-3.3532,-1.1423,LLM
deepseek-chat-v3.1,Canada,124,en-native,imitation,6.1646,2.4126,LLM
deepseek-chat-v3.1,Canada,124,fr,imitation,3.289,2.6019,LLM
deepseek-chat-v3.1,Chile,152,en,imitation,1.1774,-0.4773,LLM
deepseek-chat-v3.1,Chile,152,es,imitation,0.3714,0.75,LLM
deepseek-chat-v3.1,China,156,en,imitation,0.724,0.3469,LLM
deepseek-chat-v3.1,China,156,zh-cn,imitation,-0.3995,0.1166,LLM
deepseek-chat-v3.1,Colombia,170,en,imitation,1.2219,-2.1592,LLM
deepseek-chat-v3.1,Colombia,170,es,imitation,0.199,-0.8762,LLM
deepseek-chat-v3.1,Ecuador,218,en,imitation,-0.1968,-1.1267,LLM
deepseek-chat-v3.1,Ecuador,218,es,imitation,-0.5889,0.0325,LLM
deepseek-chat-v3.1,Egypt,818,ar,imitation,-2.1909,-2.248,LLM
deepseek-chat-v3.1,Egypt,818,en,imitation,-1.9801,-2.0816,LLM
deepseek-chat-v3.1,France,250,en,imitation,2.8619,3.8185,LLM
deepseek-chat-v3.1,France,250,fr,imitation,3.289,2.6019,LLM
deepseek-chat-v3.1,Germany,276,de,imitation,1.6714,3.7046,LLM
deepseek-chat-v3.1,Germany,276,en,imitation,3.5077,3.8451,LLM
deepseek-chat-v3.1,Ghana,288,en-native,imitation,-0.3331,-2.9764,LLM
deepseek-chat-v3.1,Guatemala,320,en,imitation,-0.8853,-1.4968,LLM
deepseek-chat-v3.1,Guatemala,320,es,imitation,0.0807,-1.1252,LLM
deepseek-chat-v3.1,Haiti,332,en,imitation,-1.2741,-1.7402,LLM
deepseek-chat-v3.1,Haiti,332,fr,imitation,-4.5329,-0.0079,LLM
deepseek-chat-v3.1,Hong Kong,344,en-native,imitation,0.7745,1.7673,LLM
deepseek-chat-v3.1,Hong Kong,344,zh-cn,imitation,1.7388,1.4406,LLM
deepseek-chat-v3.1,Hong Kong,344,zh-hk,imitation,0.7697,1.4572,LLM
deepseek-chat-v3.1,Iraq,368,ar,imitation,-3.3707,-1.1136,LLM
deepseek-chat-v3.1,Iraq,368,en,imitation,-1.9801,-2.0816,LLM
deepseek-chat-v3.1,Ireland,372,en-native,imitation,6.2441,0.6734,LLM
deepseek-chat-v3.1,Italy,380,en,imitation,0.7249,-0.3089,LLM
deepseek-chat-v3.1,Italy,380,it,imitation,1.6496,1.2757,LLM
deepseek-chat-v3.1,Japan,392,en,imitation,0.9909,0.3843,LLM
deepseek-chat-v3.1,Japan,392,ja,imitation,0.0306,-0.3332,LLM
deepseek-chat-v3.1,Jordan,400,ar,imitation,-2.1909,-2.248,LLM
deepseek-chat-v3.1,Jordan,400,en,imitation,-1.9801,-2.0816,LLM
deepseek-chat-v3.1,Kazakhstan,398,en,imitation,-0.6627,-1.0133,LLM
deepseek-chat-v3.1,Kazakhstan,398,ru,imitation,-1.3512,-1.3834,LLM
deepseek-chat-v3.1,Kenya,404,en-native,imitation,-1.5129,-1.842,LLM
deepseek-chat-v3.1,"Korea, Republic of",410,en,imitation,-0.419,-0.6014,LLM
deepseek-chat-v3.1,"Korea, Republic of",410,ko,imitation,0.0887,-1.2034,LLM
deepseek-chat-v3.1,Kuwait,414,ar,imitation,-1.0111,-3.3823,LLM
deepseek-chat-v3.1,Kuwait,414,en,imitation,-0.8003,-3.216,LLM
deepseek-chat-v3.1,Kyrgyzstan,417,en,imitation,-1.2692,-1.4301,LLM
deepseek-chat-v3.1,Kyrgyzstan,417,ru,imitation,-1.2342,-1.4875,LLM
deepseek-chat-v3.1,Lebanon,422,ar,imitation,-3.3707,-1.1136,LLM
deepseek-chat-v3.1,Lebanon,422,en,imitation,-1.5304,-1.8134,LLM
deepseek-chat-v3.1,Libya,434,ar,imitation,-3.3707,-1.1136,LLM
deepseek-chat-v3.1,Libya,434,en,imitation,-2.1909,-2.248,LLM
deepseek-chat-v3.1,Luxembourg,442,de,imitation,1.7194,2.2106,LLM
deepseek-chat-v3.1,Luxembourg,442,en,imitation,6.0606,2.3019,LLM
deepseek-chat-v3.1,Luxembourg,442,fr,imitation,3.2152,0.9019,LLM
deepseek-chat-v3.1,Macao,446,en,imitation,0.6254,-0.2335,LLM
deepseek-chat-v3.1,Macao,446,pt,imitation,1.5057,0.9929,LLM
deepseek-chat-v3.1,Macao,446,zh-cn,imitation,0.7543,1.183,LLM
deepseek-chat-v3.1,Malaysia,458,en-native,imitation,-1.1697,-1.5056,LLM
deepseek-chat-v3.1,Mali,466,en,imitation,-1.9626,-2.1103,LLM
deepseek-chat-v3.1,Mali,466,fr,imitation,-3.3532,-1.1423,LLM
deepseek-chat-v3.1,Malta,470,en-native,imitation,1.2219,-2.1592,LLM
deepseek-chat-v3.1,Mexico,484,en,imitation,0.0421,-1.0249,LLM
deepseek-chat-v3.1,Mexico,484,es,imitation,0.6767,-0.6725,LLM
deepseek-chat-v3.1,Morocco,504,ar,imitation,-2.1909,-2.248,LLM
deepseek-chat-v3.1,Morocco,504,en,imitation,-1.9801,-2.0816,LLM
deepseek-chat-v3.1,New Zealand,554,en-native,imitation,6.4878,1.0853,LLM
deepseek-chat-v3.1,Nicaragua,558,en,imitation,-0.8853,-1.4968,LLM
deepseek-chat-v3.1,Nicaragua,558,es,imitation,-1.363,-1.7006,LLM
deepseek-chat-v3.1,Nigeria,566,en-native,imitation,-1.9626,-2.1103,LLM
deepseek-chat-v3.1,Pakistan,586,en-native,imitation,-1.9801,-2.0816,LLM
deepseek-chat-v3.1,Palestine,275,ar,imitation,-3.3532,-1.1423,LLM
deepseek-chat-v3.1,Palestine,275,en,imitation,-2.1802,-0.9997,LLM
deepseek-chat-v3.1,Peru,604,en,imitation,-0.1793,-1.1554,LLM
deepseek-chat-v3.1,Peru,604,es,imitation,0.199,-0.8762,LLM
deepseek-chat-v3.1,Philippines,608,en-native,imitation,-0.7577,-1.6367,LLM
deepseek-chat-v3.1,Portugal,620,en,imitation,1.1921,-0.0694,LLM
deepseek-chat-v3.1,Portugal,620,pt,imitation,2.1637,2.8283,LLM
deepseek-chat-v3.1,Puerto Rico,630,en-native,imitation,2.6231,-1.879,LLM
deepseek-chat-v3.1,Puerto Rico,630,es,imitation,1.4995,-0.8736,LLM
deepseek-chat-v3.1,Qatar,634,ar,imitation,-2.1909,-2.248,LLM
deepseek-chat-v3.1,Qatar,634,en,imitation,-1.0111,-3.3823,LLM
deepseek-chat-v3.1,Russian Federation,643,en,imitation,-0.4344,-0.8756,LLM
deepseek-chat-v3.1,Russian Federation,643,ru,imitation,-0.9121,-1.0794,LLM
deepseek-chat-v3.1,Rwanda,646,en-native,imitation,-0.7478,-3.302,LLM
deepseek-chat-v3.1,Rwanda,646,fr,imitation,-2.1734,-2.2766,LLM
deepseek-chat-v3.1,Singapore,702,en-native,imitation,0.0258,-0.6432,LLM
deepseek-chat-v3.1,Singapore,702,zh-cn,imitation,1.3034,0.1724,LLM
deepseek-chat-v3.1,South Africa,710,en-native,imitation,-0.0455,0.5712,LLM
deepseek-chat-v3.1,Spain,724,en,imitation,1.7395,1.1518,LLM
deepseek-chat-v3.1,Spain,724,es,imitation,2.4139,2.5219,LLM
deepseek-chat-v3.1,Switzerland,756,de,imitation,1.7194,2.2106,LLM
deepseek-chat-v3.1,Switzerland,756,en,imitation,4.7578,3.6817,LLM
deepseek-chat-v3.1,Switzerland,756,fr,imitation,4.106,0.8891,LLM
deepseek-chat-v3.1,Switzerland,756,it,imitation,5.0508,2.1482,LLM
deepseek-chat-v3.1,"Taiwan, Province of China",158,en,imitation,0.958,0.1388,LLM
deepseek-chat-v3.1,"Taiwan, Province of China",158,zh-tw,imitation,1.2858,0.2011,LLM
deepseek-chat-v3.1,Trinidad and Tobago,780,en-native,imitation,0.2384,-2.5022,LLM
deepseek-chat-v3.1,Tunisia,788,ar,imitation,-3.3707,-1.1136,LLM
deepseek-chat-v3.1,Tunisia,788,en,imitation,-1.4086,-1.6074,LLM
deepseek-chat-v3.1,United Kingdom,826,en-native,imitation,2.5357,2.7278,LLM
deepseek-chat-v3.1,United States of America,840,en-native,imitation,3.3597,1.3929,LLM
deepseek-chat-v3.1,Uruguay,858,en,imitation,1.5937,1.6929,LLM
deepseek-chat-v3.1,Uruguay,858,es,imitation,1.7395,1.1518,LLM
deepseek-chat-v3.1,Venezuela,862,en,imitation,-1.7687,1.1669,LLM
deepseek-chat-v3.1,Venezuela,862,es,imitation,-1.5298,1.2687,LLM
deepseek-chat-v3.1,Yemen,887,ar,imitation,-3.3707,-1.1136,LLM
deepseek-chat-v3.1,Yemen,887,en,imitation,-2.1909,-2.248,LLM
deepseek-chat-v3.1,Zambia,894,en-native,imitation,-1.7237,-2.0084,LLM
deepseek-chat-v3.1,Zimbabwe,716,en-native,imitation,-1.3911,-1.6361,LLM
doubao-1-5-pro-32k-250115,Algeria,12,ar,imitation,-2.7148,-2.0686,LLM
doubao-1-5-pro-32k-250115,Algeria,12,en,imitation,-2.1734,-2.2766,LLM
doubao-1-5-pro-32k-250115,Argentina,32,en,imitation,1.116,1.4891,LLM
doubao-1-5-pro-32k-250115,Argentina,32,es,imitation,1.164,-0.0049,LLM
doubao-1-5-pro-32k-250115,Australia,36,en-native,imitation,3.2066,1.9232,LLM
doubao-1-5-pro-32k-250115,Austria,40,de,imitation,1.4406,0.6526,LLM
doubao-1-5-pro-32k-250115,Austria,40,en,imitation,1.8662,1.6678,LLM
doubao-1-5-pro-32k-250115,Belarus,112,en,imitation,-1.9865,-1.4458,LLM
doubao-1-5-pro-32k-250115,Belarus,112,ru,imitation,-1.1299,-1.2529,LLM
doubao-1-5-pro-32k-250115,Belgium,56,de,imitation,3.8147,2.1275,LLM
doubao-1-5-pro-32k-250115,Belgium,56,en,imitation,3.9699,3.2536,LLM
doubao-1-5-pro-32k-250115,Belgium,56,fr,imitation,2.5646,2.2908,LLM
doubao-1-5-pro-32k-250115,Bolivia,68,en,imitation,-1.5563,-1.8956,LLM
doubao-1-5-pro-32k-250115,Bolivia,68,es,imitation,-1.2237,-1.5233,LLM
doubao-1-5-pro-32k-250115,Brazil,76,en,imitation,2.3169,-1.2874,LLM
doubao-1-5-pro-32k-250115,Brazil,76,pt,imitation,1.1786,-0.9287,LLM
doubao-1-5-pro-32k-250115,Burkina Faso,854,en,imitation,-2.9081,-2.2636,LLM
doubao-1-5-pro-32k-250115,Burkina Faso,854,fr,imitation,-2.034,-2.0993,LLM
doubao-1-5-pro-32k-250115,Canada,124,en-native,imitation,5.7865,2.0509,LLM
doubao-1-5-pro-32k-250115,Canada,124,fr,imitation,5.5998,1.1376,LLM
doubao-1-5-pro-32k-250115,Chile,152,en,imitation,-0.1464,-0.9098,LLM
doubao-1-5-pro-32k-250115,Chile,152,es,imitation,0.0819,-0.7722,LLM
doubao-1-5-pro-32k-250115,China,156,en,imitation,-0.3,0.1974,LLM
doubao-1-5-pro-32k-250115,China,156,zh-cn,imitation,0.9313,0.5765,LLM
doubao-1-5-pro-32k-250115,Colombia,170,en,imitation,-0.2507,-1.1445,LLM
doubao-1-5-pro-32k-250115,Colombia,170,es,imitation,-0.0399,-0.9781,LLM
doubao-1-5-pro-32k-250115,Ecuador,218,en,imitation,-1.4169,-1.7183,LLM
doubao-1-5-pro-32k-250115,Ecuador,218,es,imitation,-0.9673,-1.4501,LLM
doubao-1-5-pro-32k-250115,Egypt,818,ar,imitation,-2.8017,-2.3319,LLM
doubao-1-5-pro-32k-250115,Egypt,818,en,imitation,-2.1909,-2.248,LLM
doubao-1-5-pro-32k-250115,France,250,en,imitation,4.373,2.784,LLM
doubao-1-5-pro-32k-250115,France,250,fr,imitation,3.7551,2.4047,LLM
doubao-1-5-pro-32k-250115,Germany,276,de,imitation,1.3916,2.1483,LLM
doubao-1-5-pro-32k-250115,Germany,276,en,imitation,2.7729,3.8581,LLM
doubao-1-5-pro-32k-250115,Ghana,288,en-native,imitation,-1.9626,-2.1103,LLM
doubao-1-5-pro-32k-250115,Guatemala,320,en,imitation,-1.7952,-1.9975,LLM
doubao-1-5-pro-32k-250115,Guatemala,320,es,imitation,-1.8127,-1.9688,LLM
doubao-1-5-pro-32k-250115,Haiti,332,en,imitation,-2.1559,-2.3053,LLM
doubao-1-5-pro-32k-250115,Haiti,332,fr,imitation,-3.3532,-1.1423,LLM
doubao-1-5-pro-32k-250115,Hong Kong,344,en-native,imitation,0.0038,1.0067,LLM
doubao-1-5-pro-32k-250115,Hong Kong,344,zh-cn,imitation,0.5448,1.3757,LLM
doubao-1-5-pro-32k-250115,Hong Kong,344,zh-hk,imitation,-0.4348,1.4281,LLM
doubao-1-5-pro-32k-250115,Iraq,368,ar,imitation,-3.0125,-2.4982,LLM
doubao-1-5-pro-32k-250115,Iraq,368,en,imitation,-3.03,-2.4696,LLM
doubao-1-5-pro-32k-250115,Ireland,372,en-native,imitation,4.949,0.8835,LLM
doubao-1-5-pro-32k-250115,Italy,380,en,imitation,0.0819,-0.7722,LLM
doubao-1-5-pro-32k-250115,Italy,380,it,imitation,0.9532,-0.1712,LLM
doubao-1-5-pro-32k-250115,Japan,392,en,imitation,-0.4218,-0.0086,LLM
doubao-1-5-pro-32k-250115,Japan,392,ja,imitation,0.4348,0.1844,LLM
doubao-1-5-pro-32k-250115,Jordan,400,ar,imitation,-2.8017,-2.3319,LLM
doubao-1-5-pro-32k-250115,Jordan,400,en,imitation,-2.1909,-2.248,LLM
doubao-1-5-pro-32k-250115,Kazakhstan,398,en,imitation,-1.1124,-1.2815,LLM
doubao-1-5-pro-32k-250115,Kazakhstan,398,ru,imitation,0.2421,-1.2103,LLM
doubao-1-5-pro-32k-250115,Kenya,404,en-native,imitation,-1.8232,-1.933,LLM
doubao-1-5-pro-32k-250115,"Korea, Republic of",410,en,imitation,-0.4926,-0.2876,LLM
doubao-1-5-pro-32k-250115,"Korea, Republic of",410,ko,imitation,-0.6144,-0.4935,LLM
doubao-1-5-pro-32k-250115,Kuwait,414,ar,imitation,-0.4607,-3.59,LLM
doubao-1-5-pro-32k-250115,Kuwait,414,en,imitation,-1.8677,-3.5753,LLM
doubao-1-5-pro-32k-250115,Kyrgyzstan,417,en,imitation,-1.7189,-1.6984,LLM
doubao-1-5-pro-32k-250115,Kyrgyzstan,417,ru,imitation,-0.3294,-1.6845,LLM
doubao-1-5-pro-32k-250115,Lebanon,422,ar,imitation,-2.3191,-1.8181,LLM
doubao-1-5-pro-32k-250115,Lebanon,422,en,imitation,-1.6019,-1.8024,LLM
doubao-1-5-pro-32k-250115,Libya,434,ar,imitation,-3.0125,-2.4982,LLM
doubao-1-5-pro-32k-250115,Libya,434,en,imitation,-3.03,-2.4696,LLM
doubao-1-5-pro-32k-250115,Luxembourg,442,de,imitation,4.2419,0.9109,LLM
doubao-1-5-pro-32k-250115,Luxembourg,442,en,imitation,5.6365,0.6254,LLM
doubao-1-5-pro-32k-250115,Luxembourg,442,fr,imitation,4.2419,0.9109,LLM
doubao-1-5-pro-32k-250115,Macao,446,en,imitation,-0.6151,-0.2036,LLM
doubao-1-5-pro-32k-250115,Macao,446,pt,imitation,0.6912,0.2576,LLM
doubao-1-5-pro-32k-250115,Macao,446,zh-cn,imitation,-0.1479,0.036,LLM
doubao-1-5-pro-32k-250115,Malaysia,458,en-native,imitation,-1.5844,-1.8311,LLM
doubao-1-5-pro-32k-250115,Mali,466,en,imitation,-3.0475,-2.4409,LLM
doubao-1-5-pro-32k-250115,Mali,466,fr,imitation,-0.8014,-2.2341,LLM
doubao-1-5-pro-32k-250115,Malta,470,en-native,imitation,-0.3795,-1.3576,LLM
doubao-1-5-pro-32k-250115,Mexico,484,en,imitation,-0.3725,-1.3504,LLM
doubao-1-5-pro-32k-250115,Mexico,484,es,imitation,-0.0399,-0.9781,LLM
doubao-1-5-pro-32k-250115,Morocco,504,ar,imitation,-2.8017,-2.3319,LLM
doubao-1-5-pro-32k-250115,Morocco,504,en,imitation,-2.1909,-2.248,LLM
doubao-1-5-pro-32k-250115,New Zealand,554,en-native,imitation,5.7865,2.0509,LLM
doubao-1-5-pro-32k-250115,Nicaragua,558,en,imitation,-1.7777,-2.0261,LLM
doubao-1-5-pro-32k-250115,Nicaragua,558,es,imitation,-0.4232,-1.9549,LLM
doubao-1-5-pro-32k-250115,Nigeria,566,en-native,imitation,-2.1734,-2.2766,LLM
doubao-1-5-pro-32k-250115,Pakistan,586,en-native,imitation,-2.1734,-2.2766,LLM
doubao-1-5-pro-32k-250115,Palestine,275,ar,imitation,-1.6298,-1.2074,LLM
doubao-1-5-pro-32k-250115,Palestine,275,en,imitation,-0.3745,0.6061,LLM
doubao-1-5-pro-32k-250115,Peru,604,en,imitation,-1.328,-1.7579,LLM
doubao-1-5-pro-32k-250115,Peru,604,es,imitation,-1.2062,-1.5519,LLM
doubao-1-5-pro-32k-250115,Philippines,608,en-native,imitation,-0.9616,-1.7959,LLM
doubao-1-5-pro-32k-250115,Portugal,620,en,imitation,1.164,-0.0049,LLM
doubao-1-5-pro-32k-250115,Portugal,620,pt,imitation,2.6311,0.7665,LLM
doubao-1-5-pro-32k-250115,Puerto Rico,630,en-native,imitation,2.1301,-2.2007,LLM
doubao-1-5-pro-32k-250115,Puerto Rico,630,es,imitation,0.9398,-1.0306,LLM
doubao-1-5-pro-32k-250115,Qatar,634,ar,imitation,-0.4607,-3.59,LLM
doubao-1-5-pro-32k-250115,Qatar,634,en,imitation,-1.8677,-3.5753,LLM
doubao-1-5-pro-32k-250115,Russian Federation,643,en,imitation,-0.4975,-0.7538,LLM
doubao-1-5-pro-32k-250115,Russian Federation,643,ru,imitation,-1.1299,-1.2529,LLM
doubao-1-5-pro-32k-250115,Rwanda,646,en-native,imitation,-2.0165,-2.128,LLM
doubao-1-5-pro-32k-250115,Rwanda,646,fr,imitation,-0.6621,-2.0568,LLM
doubao-1-5-pro-32k-250115,Singapore,702,en-native,imitation,-1.2602,-0.5201,LLM
doubao-1-5-pro-32k-250115,Singapore,702,zh-cn,imitation,-0.9864,-0.4756,LLM
doubao-1-5-pro-32k-250115,South Africa,710,en-native,imitation,1.811,-0.4297,LLM
doubao-1-5-pro-32k-250115,Spain,724,en,imitation,2.4804,0.9975,LLM
doubao-1-5-pro-32k-250115,Spain,724,es,imitation,2.4203,0.6001,LLM
doubao-1-5-pro-32k-250115,Switzerland,756,de,imitation,3.0408,0.8328,LLM
doubao-1-5-pro-32k-250115,Switzerland,756,en,imitation,4.4742,1.7311,LLM
doubao-1-5-pro-32k-250115,Switzerland,756,fr,imitation,3.7922,0.6427,LLM
doubao-1-5-pro-32k-250115,Switzerland,756,it,imitation,3.8283,-0.3966,LLM
doubao-1-5-pro-32k-250115,"Taiwan, Province of China",158,en,imitation,2.0179,2.1742,LLM
doubao-1-5-pro-32k-250115,"Taiwan, Province of China",158,zh-tw,imitation,1.7762,0.7202,LLM
doubao-1-5-pro-32k-250115,Trinidad and Tobago,780,en-native,imitation,-0.0264,-2.6863,LLM
doubao-1-5-pro-32k-250115,Tunisia,788,ar,imitation,-2.3191,-1.8181,LLM
doubao-1-5-pro-32k-250115,Tunisia,788,en,imitation,-1.8407,-1.9043,LLM
doubao-1-5-pro-32k-250115,United Kingdom,826,en-native,imitation,2.7794,3.1397,LLM
doubao-1-5-pro-32k-250115,United States of America,840,en-native,imitation,1.9504,-0.2524,LLM
doubao-1-5-pro-32k-250115,Uruguay,858,en,imitation,3.0848,1.7172,LLM
doubao-1-5-pro-32k-250115,Uruguay,858,es,imitation,5.3434,1.0644,LLM
doubao-1-5-pro-32k-250115,Venezuela,862,en,imitation,-1.328,-1.7579,LLM
doubao-1-5-pro-32k-250115,Venezuela,862,es,imitation,-2.3859,-0.4176,LLM
doubao-1-5-pro-32k-250115,Yemen,887,ar,imitation,-4.1922,-1.3639,LLM
doubao-1-5-pro-32k-250115,Yemen,887,en,imitation,-3.0475,-2.4409,LLM
doubao-1-5-pro-32k-250115,Zambia,894,en-native,imitation,-1.8407,-1.9043,LLM
doubao-1-5-pro-32k-250115,Zimbabwe,716,en-native,imitation,-1.8232,-1.933,LLM
gemini-2.5-flash,Algeria,12,ar,imitation,-1.9801,-2.0816,LLM
gemini-2.5-flash,Algeria,12,en,imitation,-2.1909,-2.248,LLM
gemini-2.5-flash,Argentina,32,en,imitation,2.5381,1.4095,LLM
gemini-2.5-flash,Argentina,32,es,imitation,1.5934,1.4046,LLM
gemini-2.5-flash,Australia,36,en-native,imitation,5.0729,4.0826,LLM
gemini-2.5-flash,Austria,40,de,imitation,4.6159,0.5901,LLM
gemini-2.5-flash,Austria,40,en,imitation,1.959,2.0225,LLM
gemini-2.5-flash,Belarus,112,en,imitation,-0.6095,0.8637,LLM
gemini-2.5-flash,Belarus,112,ru,imitation,-0.5121,-1.1618,LLM
gemini-2.5-flash,Belgium,56,de,imitation,3.4199,2.0254,LLM
gemini-2.5-flash,Belgium,56,en,imitation,3.4861,3.1912,LLM
gemini-2.5-flash,Belgium,56,fr,imitation,1.3083,1.6858,LLM
gemini-2.5-flash,Bolivia,68,en,imitation,-0.5239,-1.479,LLM
gemini-2.5-flash,Bolivia,68,es,imitation,-1.363,-1.7006,LLM
gemini-2.5-flash,Brazil,76,en,imitation,0.2327,0.2828,LLM
gemini-2.5-flash,Brazil,76,pt,imitation,1.573,0.5381,LLM
gemini-2.5-flash,Burkina Faso,854,en,imitation,-1.9626,-2.1103,LLM
gemini-2.5-flash,Burkina Faso,854,fr,imitation,-1.8583,-1.8757,LLM
gemini-2.5-flash,Canada,124,en-native,imitation,5.8504,2.8426,LLM
gemini-2.5-flash,Canada,124,fr,imitation,3.9164,1.7492,LLM
gemini-2.5-flash,Chile,152,en,imitation,0.4939,0.666,LLM
gemini-2.5-flash,Chile,152,es,imitation,1.1718,1.0719,LLM
gemini-2.5-flash,China,156,en,imitation,-0.3127,0.3799,LLM
gemini-2.5-flash,China,156,zh-cn,imitation,0.018,0.0055,LLM
gemini-2.5-flash,Colombia,170,en,imitation,-0.8628,-0.012,LLM
gemini-2.5-flash,Colombia,170,es,imitation,-0.6239,0.0898,LLM
gemini-2.5-flash,Ecuador,218,en,imitation,-1.7902,-0.484,LLM
gemini-2.5-flash,Ecuador,218,es,imitation,-0.8853,-1.4968,LLM
gemini-2.5-flash,Egypt,818,ar,imitation,-2.1909,-2.248,LLM
gemini-2.5-flash,Egypt,818,en,imitation,-2.1909,-2.248,LLM
gemini-2.5-flash,France,250,en,imitation,4.6526,4.0521,LLM
gemini-2.5-flash,France,250,fr,imitation,4.1611,1.1791,LLM
gemini-2.5-flash,Germany,276,de,imitation,2.3384,1.8503,LLM
gemini-2.5-flash,Germany,276,en,imitation,3.5698,2.1669,LLM
gemini-2.5-flash,Ghana,288,en-native,imitation,-1.9801,-2.0816,LLM
gemini-2.5-flash,Guatemala,320,en,imitation,-1.8302,-1.9401,LLM
gemini-2.5-flash,Guatemala,320,es,imitation,-1.5913,-1.8383,LLM
gemini-2.5-flash,Haiti,332,en,imitation,-2.1909,-2.248,LLM
gemini-2.5-flash,Haiti,332,fr,imitation,-2.6181,-1.0314,LLM
gemini-2.5-flash,Hong Kong,344,en-native,imitation,-0.8387,5.0429,LLM
gemini-2.5-flash,Hong Kong,344,zh-cn,imitation,0.3293,3.672,LLM
gemini-2.5-flash,Hong Kong,344,zh-hk,imitation,-0.3765,3.769,LLM
gemini-2.5-flash,Iraq,368,ar,imitation,-3.3707,-1.1136,LLM
gemini-2.5-flash,Iraq,368,en,imitation,-3.0475,-2.4409,LLM
gemini-2.5-flash,Ireland,372,en-native,imitation,2.9098,2.407,LLM
gemini-2.5-flash,Italy,380,en,imitation,1.3195,1.3601,LLM
gemini-2.5-flash,Italy,380,it,imitation,1.129,0.0524,LLM
gemini-2.5-flash,Japan,392,en,imitation,0.4117,1.7623,LLM
gemini-2.5-flash,Japan,392,ja,imitation,2.0351,1.1182,LLM
