stage,model_name,entity_id,country,language,failure_type,count,total,rate
stage3,google/gemini-2.5-flash,,Iraq,ar,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Iraq,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Japan,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Japan,ja,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Jordan,ar,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Jordan,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Kazakhstan,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Lebanon,ar,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Lebanon,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Macao,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Macao,zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Macao,zh-hk,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Mexico,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Mexico,es,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Morocco,ar,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Morocco,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,New Zealand,en-native,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Peru,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Peru,es,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Singapore,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Spain,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Spain,es,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Tajikistan,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Tajikistan,ru,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Tunisia,ar,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Tunisia,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Ukraine,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Ukraine,ru,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Algeria,ar,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Algeria,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Argentina,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Argentina,es,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Australia,en-native,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Belarus,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Belarus,ru,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Canada,en-native,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Chile,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Chile,es,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,China,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,China,zh-cn,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Colombia,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Colombia,es,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Ecuador,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Ecuador,es,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Egypt,ar,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Egypt,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Guatemala,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Guatemala,es,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Hong Kong,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Hong Kong,zh-hk,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Iraq,ar,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Iraq,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Japan,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Japan,ja,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Jordan,ar,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Jordan,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Kazakhstan,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Lebanon,ar,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Lebanon,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Macao,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Macao,zh-cn,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Macao,zh-hk,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Mexico,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Mexico,es,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Morocco,ar,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Morocco,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,New Zealand,en-native,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Peru,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Peru,es,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Singapore,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Spain,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Spain,es,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Tajikistan,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Tajikistan,ru,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Tunisia,ar,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Tunisia,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Ukraine,en,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,Ukraine,ru,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,meta-llama/llama-3.3-70b-instruct,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Algeria,ar,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Algeria,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Argentina,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Argentina,es,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Australia,en-native,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Belarus,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Belarus,ru,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Canada,en-native,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Chile,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Chile,es,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,China,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,China,zh-cn,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Colombia,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Colombia,es,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Ecuador,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Ecuador,es,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Egypt,ar,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Egypt,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Guatemala,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Guatemala,es,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Hong Kong,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Hong Kong,zh-hk,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Iraq,ar,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Iraq,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Japan,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Japan,ja,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Jordan,ar,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Jordan,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Kazakhstan,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Lebanon,ar,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Lebanon,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Macao,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Macao,zh-cn,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Macao,zh-hk,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Mexico,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Mexico,es,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Morocco,ar,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Morocco,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,New Zealand,en-native,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Peru,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Peru,es,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Singapore,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Spain,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Spain,es,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Tajikistan,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Tajikistan,ru,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Tunisia,ar,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Tunisia,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Ukraine,en,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,Ukraine,ru,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,mistralai/mistral-nemo,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Algeria,ar,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Algeria,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Argentina,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Argentina,es,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Australia,en-native,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Belarus,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Belarus,ru,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Canada,en-native,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Chile,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Chile,es,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,China,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,China,zh-cn,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Colombia,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Colombia,es,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Ecuador,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Ecuador,es,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Egypt,ar,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Egypt,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Guatemala,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Guatemala,es,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Hong Kong,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Hong Kong,zh-hk,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Iraq,ar,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Iraq,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Japan,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Japan,ja,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Jordan,ar,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Jordan,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Kazakhstan,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Lebanon,ar,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Lebanon,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Macao,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Macao,zh-cn,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Macao,zh-hk,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Mexico,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Mexico,es,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Morocco,ar,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Morocco,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,New Zealand,en-native,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Peru,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Peru,es,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Russian Federation,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Russian Federation,ru,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Singapore,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Spain,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Spain,es,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Tajikistan,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Tajikistan,ru,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Tunisia,ar,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Tunisia,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Ukraine,en,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,Ukraine,ru,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,United States of America,en-native,api_failure,10,10,1.0
stage3,openai/gpt-4o-mini,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Algeria,ar,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Algeria,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Argentina,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Argentina,es,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Australia,en-native,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Belarus,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Belarus,ru,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Canada,en-native,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Chile,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Chile,es,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,China,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,China,zh-cn,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Colombia,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Colombia,es,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Ecuador,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Ecuador,es,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Egypt,ar,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Egypt,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Guatemala,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Guatemala,es,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Hong Kong,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Hong Kong,zh-hk,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Iraq,ar,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Iraq,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Japan,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Japan,ja,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Jordan,ar,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Jordan,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Kazakhstan,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Lebanon,ar,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Lebanon,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Macao,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Macao,zh-cn,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Macao,zh-hk,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Mexico,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Mexico,es,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Morocco,ar,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Morocco,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,New Zealand,en-native,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Peru,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Peru,es,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Singapore,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Spain,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Spain,es,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Tajikistan,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Tajikistan,ru,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Tunisia,ar,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Tunisia,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Ukraine,en,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,Ukraine,ru,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,qwen/qwq-32b,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Algeria,ar,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Algeria,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Argentina,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Argentina,es,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Australia,en-native,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Belarus,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Belarus,ru,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Canada,en-native,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Chile,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Chile,es,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,China,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,China,zh-cn,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Colombia,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Colombia,es,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Ecuador,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Ecuador,es,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Egypt,ar,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Egypt,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Guatemala,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Guatemala,es,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Hong Kong,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Hong Kong,zh-hk,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Iraq,ar,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Iraq,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Japan,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Japan,ja,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Jordan,ar,api_failure,10,10,1.0
