country_code,data_source,PC1_rescaled,PC2_rescaled,Cultural Region,model_name,language,country_code_clean,Country,Numeric,Islamic,Numeric_str,country_code_original
Chile,Multilingual,1.4112532857983457,-0.07908764300423982,Latin America,meta-llama/llama-3.3-70b-instruct,en,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,0.5089291139434491,0.6824909783914538,Latin America,meta-llama/llama-3.3-70b-instruct,es,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,5.826389939534302,-1.2704974655875998,Latin America,mistralai/mistral-nemo,en,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,1.4576546235849412,1.4209655861633317,Latin America,mistralai/mistral-nemo,es,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,3.706143289648889,2.6932616100480877,Latin America,openai/gpt-4o-mini,en,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,4.731139978744495,0.1818232363873169,Latin America,openai/gpt-4o-mini,es,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,3.0581612888687397,2.0832120121779933,Latin America,qwen/qwq-32b,en,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,1.1300183956395355,2.421451480423587,Latin America,qwen/qwq-32b,es,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,1.6951621230752303,2.181204131971687,Latin America,x-ai/grok-code-fast-1,en,Chile,Chile,152.0,False,152,Chile
Chile,Multilingual,1.9410465826126964,0.8536101598945025,Latin America,x-ai/grok-code-fast-1,es,Chile,Chile,152.0,False,152,Chile
China,Multilingual,0.08138902435691481,-0.08910171428668505,Confucian,anthropic/claude-3.7-sonnet,en,China,China,156.0,False,156,China
China,Multilingual,0.27942128556147094,0.07471909207571509,Confucian,anthropic/claude-3.7-sonnet,zh-cn,China,China,156.0,False,156,China
China,Multilingual,0.5181622576052269,0.17710948478655522,Confucian,anthropic/claude-sonnet-4.5,en,China,China,156.0,False,156,China
China,Multilingual,0.5181622576052269,0.17710948478655522,Confucian,anthropic/claude-sonnet-4.5,zh-cn,China,China,156.0,False,156,China
China,Multilingual,0.5181622576052269,0.17710948478655522,Confucian,deepseek/deepseek-chat-v3-0324,en,China,China,156.0,False,156,China
China,Multilingual,-0.12761114881721702,0.14963993906317546,Confucian,deepseek/deepseek-chat-v3-0324,zh-cn,China,China,156.0,False,156,China
China,Multilingual,-0.787171525020408,-0.2867360989226134,Confucian,google/gemini-2.0-flash-001,en,China,China,156.0,False,156,China
China,Multilingual,-0.9936454194919827,-0.14354635322348913,Confucian,google/gemini-2.0-flash-001,zh-cn,China,China,156.0,False,156,China
China,Multilingual,-0.08690243797801722,0.08820952541161549,Confucian,google/gemini-2.5-flash,en,China,China,156.0,False,156,China
China,Multilingual,1.8997389427913065,0.2353495513506274,Confucian,google/gemini-2.5-flash,zh-cn,China,China,156.0,False,156,China
China,Multilingual,0.1987916065747213,-0.19299780209956438,Confucian,meta-llama/llama-3.3-70b-instruct,en,China,China,156.0,False,156,China
China,Multilingual,0.8300207128138739,0.3079806658128587,Confucian,meta-llama/llama-3.3-70b-instruct,zh-cn,China,China,156.0,False,156,China
China,Multilingual,2.9887972915493553,0.8291110474596798,Confucian,mistralai/mistral-nemo,en,China,China,156.0,False,156,China
China,Multilingual,2.5224046423856263,-2.4773369606817357,Confucian,mistralai/mistral-nemo,zh-cn,China,China,156.0,False,156,China
China,Multilingual,1.6472606237433962,-0.19049724299605206,Confucian,openai/gpt-4o-mini,en,China,China,156.0,False,156,China
China,Multilingual,2.5441524430847573,-0.057465288286758114,Confucian,openai/gpt-4o-mini,zh-cn,China,China,156.0,False,156,China
China,Multilingual,0.9163517126753272,0.13150943750341196,Confucian,qwen/qwq-32b,en,China,China,156.0,False,156,China
China,Multilingual,1.2724952669368899,0.13000374240137277,Confucian,qwen/qwq-32b,zh-cn,China,China,156.0,False,156,China
China,Multilingual,1.2223671522557606,0.8622376774573829,Confucian,x-ai/grok-code-fast-1,en,China,China,156.0,False,156,China
China,Multilingual,0.3661840437535991,0.6677753090965289,Confucian,x-ai/grok-code-fast-1,zh-cn,China,China,156.0,False,156,China
Colombia,Multilingual,2.511618018095066,-0.9252934845796146,Latin America,anthropic/claude-3.7-sonnet,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,2.7503589901388215,-0.8229030918687742,Latin America,anthropic/claude-3.7-sonnet,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,1.580632874013451,0.09496438153989287,Latin America,anthropic/claude-sonnet-4.5,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,1.9734440321779183,0.3760980642237469,Latin America,anthropic/claude-sonnet-4.5,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,2.3433265557601337,-0.747982244881314,Latin America,deepseek/deepseek-chat-v3-0324,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,1.8941758816366607,-1.0173654602296287,Latin America,deepseek/deepseek-chat-v3-0324,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,1.3418919019696953,-0.0074260111709473385,Latin America,google/gemini-2.0-flash-001,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,-0.27060812364019937,-1.0859181703961505,Latin America,google/gemini-2.0-flash-001,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,2.647225684595331,0.45641957253822163,Latin America,google/gemini-2.5-flash,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,1.4719949490317332,-0.22560447522648144,Latin America,google/gemini-2.5-flash,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,0.4951292004585743,-0.12201320724610369,Latin America,meta-llama/llama-3.3-70b-instruct,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,0.29851941186373154,0.5154981557539794,Latin America,meta-llama/llama-3.3-70b-instruct,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,2.0388046591609243,-0.4333251883925886,Latin America,mistralai/mistral-nemo,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,2.030117894866465,0.8143165020082573,Latin America,mistralai/mistral-nemo,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,3.832838630497549,-0.356943194309312,Latin America,openai/gpt-4o-mini,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,5.915046155842083,-0.9512177038866049,Latin America,openai/gpt-4o-mini,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,1.7120974495209813,-1.2489607127937374,Latin America,qwen/qwq-32b,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,0.9089624043526094,0.2776643851619221,Latin America,qwen/qwq-32b,es,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,-0.09429174630073528,0.23436447307012548,Latin America,x-ai/grok-code-fast-1,en,Colombia,Colombia,170.0,False,170,Colombia
Colombia,Multilingual,-0.37374142918369113,0.19340449401084536,Latin America,x-ai/grok-code-fast-1,es,Colombia,Colombia,170.0,False,170,Colombia
Ecuador,Multilingual,2.179869926189399,-1.298572787740808,Latin America,anthropic/claude-3.7-sonnet,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.3236868176872374,-1.4930351561016626,Latin America,anthropic/claude-3.7-sonnet,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.580632874013451,0.09496438153989287,Latin America,anthropic/claude-sonnet-4.5,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.3702231719337337,-0.07202844109758147,Latin America,anthropic/claude-sonnet-4.5,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.870249782470205,-0.2716580710098363,Latin America,deepseek/deepseek-chat-v3-0324,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.8941758816366607,-1.0173654602296287,Latin America,deepseek/deepseek-chat-v3-0324,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.1031509299259392,-0.10981640388178736,Latin America,google/gemini-2.0-flash-001,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,-0.99076684737961,-1.7032719168652695,Latin America,google/gemini-2.0-flash-001,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.9694602241096817,-1.465565610378283,Latin America,google/gemini-2.5-flash,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.3236868176872374,-1.4930351561016626,Latin America,google/gemini-2.5-flash,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.4112532857983457,-0.07908764300423982,Latin America,meta-llama/llama-3.3-70b-instruct,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.890830445415098,-0.8227543632010644,Latin America,meta-llama/llama-3.3-70b-instruct,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,2.575646833764328,-0.033764261307292855,Latin America,mistralai/mistral-nemo,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,0.47225617041632667,-0.1608259666741606,Latin America,mistralai/mistral-nemo,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,3.5940976584537925,-0.4593335870201521,Latin America,openai/gpt-4o-mini,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,4.895406417769187,-1.6962706151069529,Latin America,openai/gpt-4o-mini,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,3.1941856736314906,1.6603206340697283,Latin America,qwen/qwq-32b,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,3.2841561117091866,0.5132099179659185,Latin America,qwen/qwq-32b,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,1.4109318827729336,-0.1334588547491415,Latin America,x-ai/grok-code-fast-1,en,Ecuador,Ecuador,218.0,False,218,Ecuador
Ecuador,Multilingual,-0.870466962030083,-0.48869319858118365,Latin America,x-ai/grok-code-fast-1,es,Ecuador,Ecuador,218.0,False,218,Ecuador
Egypt,Multilingual,-1.7069897635108786,-2.01044309499779,African-Islamic,anthropic/claude-3.7-sonnet,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.917399465590596,-2.1774359176352647,African-Islamic,anthropic/claude-3.7-sonnet,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,0.036974837606546795,-2.275876030106217,African-Islamic,anthropic/claude-sonnet-4.5,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.4682487914671216,-1.9080527022869496,African-Islamic,anthropic/claude-sonnet-4.5,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.6786584935468398,-2.075045524924424,African-Islamic,deepseek/deepseek-chat-v3-0324,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,0.6074639015559695,-1.8002063342341832,African-Islamic,deepseek/deepseek-chat-v3-0324,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.917399465590596,-2.1774359176352647,African-Islamic,google/gemini-2.0-flash-001,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.917399465590596,-2.1774359176352647,African-Islamic,google/gemini-2.0-flash-001,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-0.1734348644731709,-2.4428688527436915,African-Islamic,google/gemini-2.5-flash,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-0.1734348644731709,-2.4428688527436915,African-Islamic,google/gemini-2.5-flash,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.7069897635108786,-2.01044309499779,African-Islamic,meta-llama/llama-3.3-70b-instruct,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.7545646222337967,-2.4231575722415046,African-Islamic,meta-llama/llama-3.3-70b-instruct,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,0.7880407327891463,-1.7332265305878987,African-Islamic,mistralai/mistral-nemo,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-0.047011171231364335,-3.344437725837366,African-Islamic,mistralai/mistral-nemo,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,0.9701191649048256,-1.50163127802379,African-Islamic,openai/gpt-4o-mini,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-0.6120656829649601,-1.7135903339260958,African-Islamic,openai/gpt-4o-mini,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-0.545624319800527,-2.1324696843704327,African-Islamic,qwen/qwq-32b,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-0.545624319800527,-2.1324696843704327,African-Islamic,qwen/qwq-32b,en,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.5158236501900406,-2.320767179530664,African-Islamic,x-ai/grok-code-fast-1,ar,Egypt,Egypt,818.0,True,818,Egypt
Egypt,Multilingual,-1.544154920154079,-2.2561647496040305,African-Islamic,x-ai/grok-code-fast-1,en,Egypt,Egypt,818.0,True,818,Egypt
Guatemala,Multilingual,0.41525928375870985,-0.48159001194094214,Latin America,anthropic/claude-3.7-sonnet,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,1.084945845643481,-1.5954255488125029,Latin America,anthropic/claude-3.7-sonnet,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,0.8927412278462218,-0.27680922651926176,Latin America,anthropic/claude-sonnet-4.5,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,0.8927412278462218,-0.27680922651926176,Latin America,anthropic/claude-sonnet-4.5,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,1.4450252075131873,-1.2867486755779431,Latin America,deepseek/deepseek-chat-v3-0324,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,1.2528205897159275,0.03186764671529788,Latin America,deepseek/deepseek-chat-v3-0324,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-1.3003740473946763,-0.28075950675914946,Latin America,google/gemini-2.0-flash-001,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-1.4399175215030837,-1.9726551322135844,Latin America,google/gemini-2.0-flash-001,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-0.0055601204007251215,-0.8155756572158908,Latin America,google/gemini-2.5-flash,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,0.6968582377788077,-1.9569543846381576,Latin America,google/gemini-2.5-flash,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-0.9925520546554648,0.8382271856218367,Latin America,meta-llama/llama-3.3-70b-instruct,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-1.03977874058991,-0.1982987719803532,Latin America,meta-llama/llama-3.3-70b-instruct,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,2.955716487192346,-0.7809773456291236,Latin America,mistralai/mistral-nemo,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,1.1925565889092473,0.3008588433520175,Latin America,mistralai/mistral-nemo,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,2.7140013944893036,0.4875091272139341,Latin America,openai/gpt-4o-mini,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,4.53532705589948,-2.004947488341512,Latin America,openai/gpt-4o-mini,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-1.8864482321048288,0.9805657142183659,Latin America,qwen/qwq-32b,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-1.599855061728162,-0.40845867151037885,Latin America,qwen/qwq-32b,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-1.7088160106789507,-0.6115731357590243,Latin America,x-ai/grok-code-fast-1,en,Guatemala,Guatemala,320.0,False,320,Guatemala
Guatemala,Multilingual,-2.1571789421107734,-1.2715340725857383,Latin America,x-ai/grok-code-fast-1,es,Guatemala,Guatemala,320.0,False,320,Guatemala
Hong Kong,Multilingual,1.2712120605638968,1.6508945175544054,Confucian,anthropic/claude-3.7-sonnet,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,1.2708777138343565,1.2009256124343552,Confucian,anthropic/claude-3.7-sonnet,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,1.2412305997839044,4.1779495358046566,Confucian,anthropic/claude-3.7-sonnet,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,1.7283693663635566,2.4615963554124276,Confucian,anthropic/claude-sonnet-4.5,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,3.650476591988517,2.1175761045315107,Confucian,anthropic/claude-sonnet-4.5,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,2.462879738310229,1.9998033381295122,Confucian,anthropic/claude-sonnet-4.5,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.298095733033369,1.9312506279629897,Confucian,deepseek/deepseek-chat-v3-0324,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,2.486805837476684,1.2540959489097194,Confucian,deepseek/deepseek-chat-v3-0324,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,2.244493121686073,1.866697738592892,Confucian,deepseek/deepseek-chat-v3-0324,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.11554793772824984,1.328732984442322,Confucian,google/gemini-2.0-flash-001,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,-1.0723832626795784,0.7609913129202738,Confucian,google/gemini-2.0-flash-001,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,-0.005790452097699905,1.1224465039186025,Confucian,google/gemini-2.0-flash-001,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,-0.3476647296849472,2.2993787756147586,Confucian,google/gemini-2.5-flash,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,2.2285439370640563,2.57851790471183,Confucian,google/gemini-2.5-flash,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,2.3171048462361665,1.0256727126206853,Confucian,google/gemini-2.5-flash,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.9092935078219916,2.345489910183464,Confucian,meta-llama/llama-3.3-70b-instruct,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.933219606988447,1.5997825209636714,Confucian,meta-llama/llama-3.3-70b-instruct,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,1.8625545602541074,3.0419772431677803,Confucian,meta-llama/llama-3.3-70b-instruct,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.8220613864404236,1.3815113022060908,Confucian,mistralai/mistral-nemo,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,1.5674407542106028,-2.8868985315250963,Confucian,mistralai/mistral-nemo,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,4.681319672614461,-0.494018895576363,Confucian,mistralai/mistral-nemo,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.9394639686582298,1.2776152143932118,Confucian,openai/gpt-4o-mini,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,2.3276576622597553,0.9816836724956645,Confucian,openai/gpt-4o-mini,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,3.3783310053513658,2.630164875223493,Confucian,openai/gpt-4o-mini,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.12792537860341135,1.3319050007173963,Confucian,qwen/qwq-32b,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.7751083139314406,1.765109022428111,Confucian,qwen/qwq-32b,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,1.0058723714307582,1.9013866382398052,Confucian,qwen/qwq-32b,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,0.5952811370093425,3.086897360996427,Confucian,x-ai/grok-code-fast-1,en,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,3.05817098931271,4.096666325454634,Confucian,x-ai/grok-code-fast-1,zh-cn,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Hong Kong,Multilingual,2.6980916274430045,3.7879894522200743,Confucian,x-ai/grok-code-fast-1,zh-hk,Hong Kong,Hong Kong,344.0,False,344,Hong Kong
Iraq,Multilingual,-3.101305642688183,-1.0443949773613428,African-Islamic,anthropic/claude-3.7-sonnet,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-3.5322512325291986,0.17183095222105843,African-Islamic,anthropic/claude-3.7-sonnet,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-0.393970752234469,-1.0596501005238161,African-Islamic,anthropic/claude-sonnet-4.5,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-3.5322512325291986,0.17183095222105843,African-Islamic,anthropic/claude-sonnet-4.5,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-1.6786584935468398,-2.075045524924424,African-Islamic,deepseek/deepseek-chat-v3-0324,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-1.3469104016411726,-1.7017662217632308,African-Islamic,deepseek/deepseek-chat-v3-0324,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-1.917399465590596,-2.1774359176352647,African-Islamic,google/gemini-2.0-flash-001,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-2.3483450554316114,-0.9612099880528635,African-Islamic,google/gemini-2.0-flash-001,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-1.2716260591681512,-2.149966371911885,African-Islamic,google/gemini-2.5-flash,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-3.7426609346089164,0.00483812958358355,African-Islamic,google/gemini-2.5-flash,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-1.7069897635108786,-2.01044309499779,African-Islamic,meta-llama/llama-3.3-70b-instruct,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-2.185510212074812,-1.2069316426591037,African-Islamic,meta-llama/llama-3.3-70b-instruct,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,0.49704239161489705,-1.0253071041523123,African-Islamic,mistralai/mistral-nemo,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-2.0347128321063037,-0.6829397863630144,African-Islamic,mistralai/mistral-nemo,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,0.9701191649048256,-1.50163127802379,African-Islamic,openai/gpt-4o-mini,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-1.043011272805976,-0.49736440434369505,African-Islamic,openai/gpt-4o-mini,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-3.5322512325291986,0.17183095222105843,African-Islamic,qwen/qwq-32b,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-4.819379930872376,1.193594513442605,African-Islamic,qwen/qwq-32b,en,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-3.5798260912521167,-0.2408835250226568,African-Islamic,x-ai/grok-code-fast-1,ar,Iraq,Iraq,368.0,True,368,Iraq
Iraq,Multilingual,-3.369416389172399,-0.07389070238518228,African-Islamic,x-ai/grok-code-fast-1,en,Iraq,Iraq,368.0,True,368,Iraq
Japan,Multilingual,0.297626369843929,1.5603282370064304,Confucian,anthropic/claude-3.7-sonnet,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,1.1985592961215856,1.3492904002782717,Confucian,anthropic/claude-3.7-sonnet,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,0.297626369843929,1.5603282370064304,Confucian,anthropic/claude-sonnet-4.5,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,2.038019227214498,2.0098874842920162,Confucian,anthropic/claude-sonnet-4.5,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,0.7569032296489828,0.2794998774973954,Confucian,deepseek/deepseek-chat-v3-0324,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,1.249071168673296,-0.14489719571290885,Confucian,deepseek/deepseek-chat-v3-0324,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,0.32595763980796727,1.4957258070797963,Confucian,google/gemini-2.0-flash-001,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,1.1962027415998522,0.4501591689198995,Confucian,google/gemini-2.0-flash-001,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,0.2046192499820177,1.2894393265560768,Confucian,google/gemini-2.5-flash,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,2.8959875429925144,-0.3371492498342361,Confucian,google/gemini-2.5-flash,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,2.217749687692819,0.2851724528759818,Confucian,meta-llama/llama-3.3-70b-instruct,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,-0.422209329926412,0.8255200980195823,Confucian,meta-llama/llama-3.3-70b-instruct,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,3.9707353998342434,-0.7779332675132409,Confucian,mistralai/mistral-nemo,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,1.6676149791629964,-0.22121244982183202,Confucian,mistralai/mistral-nemo,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,2.335152269910626,0.18127636506310268,Confucian,openai/gpt-4o-mini,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,2.9690129541804886,-0.06754943444926144,Confucian,openai/gpt-4o-mini,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,2.118552189757471,1.8746776856195773,Confucian,qwen/qwq-32b,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,1.9369384763643716,1.3699591040947976,Confucian,qwen/qwq-32b,ja,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,1.345597377880864,2.2407787183001453,Confucian,x-ai/grok-code-fast-1,en,Japan,Japan,392.0,False,392,Japan
Japan,Multilingual,1.2951252160262245,0.509589434959465,Confucian,x-ai/grok-code-fast-1,ja,Japan,Japan,392.0,False,392,Japan
Jordan,Multilingual,-1.5856513736849287,-1.804156614474071,African-Islamic,anthropic/claude-3.7-sonnet,ar,Jordan,Jordan,400.0,True,400,Jordan
Jordan,Multilingual,-1.7960610757646465,-1.9711494371115452,African-Islamic,anthropic/claude-3.7-sonnet,en,Jordan,Jordan,400.0,True,400,Jordan
