country_code,Country,year,weight,data_source,model_name,model_region,cultural_region,language,entity_id,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003
288.0,Ghana,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en-native,gemini-2.5-pro_Ghana_en-native,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,3.0,1.0
218.0,Ecuador,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,en,gemini-2.5-pro_Ecuador_en,2.0,2.0,1.0,1.0,9.0,4.0,3.0,1.0,1.0,1.0
756.0,Switzerland,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Protestant Europe,it,gemini-2.5-pro_Switzerland_it,2.0,1.0,1.0,1.0,3.0,9.0,8.0,2.0,1.0,2.0
470.0,Malta,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Unknown,en-native,gemini-2.5-pro_Malta_en-native,2.0,2.0,1.0,1.0,9.0,9.0,1.0,1.0,3.0,1.0
854.0,Burkina Faso,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en,gemini-2.5-pro_Burkina Faso_en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
112.0,Belarus,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Orthodox Europe,ru,gemini-2.5-pro_Belarus_ru,3.0,2.0,1.0,2.0,6.0,2.0,7.0,2.0,1.0,3.0
276.0,Germany,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Protestant Europe,en,gemini-2.5-pro_Germany_en,2.0,2.0,3.0,1.0,3.0,10.0,8.0,3.0,2.0,2.0
398.0,Kazakhstan,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en,gemini-2.5-pro_Kazakhstan_en,2.0,2.0,1.0,2.0,7.0,2.0,6.0,2.0,1.0,1.0
716.0,Zimbabwe,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en-native,gemini-2.5-pro_Zimbabwe_en-native,3.0,2.0,1.0,2.0,10.0,1.0,2.0,3.0,3.0,1.0
788.0,Tunisia,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,ar,gemini-2.5-pro_Tunisia_ar,3.0,2.0,3.0,2.0,9.0,1.0,7.0,1.0,3.0,1.0
634.0,Qatar,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,ar,gemini-2.5-pro_Qatar_ar,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
400.0,Jordan,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,ar,gemini-2.5-pro_Jordan_ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
68.0,Bolivia,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Unknown,en,gemini-2.5-pro_Bolivia_en,2.0,2.0,1.0,2.0,9.0,4.0,3.0,1.0,3.0,1.0
56.0,Belgium,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Catholic Europe,de,gemini-2.5-pro_Belgium_de,2.0,2.0,1.0,1.0,3.0,10.0,8.0,2.0,3.0,6.0
620.0,Portugal,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Catholic Europe,pt,gemini-2.5-pro_Portugal_pt,2.0,2.0,3.0,1.0,6.0,9.0,7.0,2.0,3.0,1.0
392.0,Japan,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Confucian,ja,gemini-2.5-pro_Japan_ja,2.0,2.0,1.0,2.0,3.0,7.0,7.0,2.0,3.0,1.0
862.0,Venezuela,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Unknown,es,gemini-2.5-pro_Venezuela_es,3.0,2.0,3.0,2.0,9.0,4.0,2.0,3.0,3.0,1.0
608.0,Philippines,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Unknown,en-native,gemini-2.5-pro_Philippines_en-native,2.0,2.0,1.0,2.0,9.0,7.0,1.0,1.0,3.0,1.0
724.0,Spain,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Catholic Europe,es,gemini-2.5-pro_Spain_es,2.0,2.0,3.0,1.0,4.0,10.0,8.0,2.0,3.0,6.0
56.0,Belgium,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Catholic Europe,en,gemini-2.5-pro_Belgium_en,2.0,2.0,3.0,1.0,3.0,10.0,8.0,3.0,2.0,6.0
442.0,Luxembourg,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Catholic Europe,de,gemini-2.5-pro_Luxembourg_de,1.0,1.0,1.0,1.0,4.0,10.0,8.0,1.0,3.0,6.0
504.0,Morocco,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en,gemini-2.5-pro_Morocco_en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,9.0
417.0,Kyrgyzstan,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,ru,gemini-2.5-pro_Kyrgyzstan_ru,2.0,2.0,1.0,2.0,8.0,1.0,6.0,1.0,3.0,1.0
646.0,Rwanda,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en-native,gemini-2.5-pro_Rwanda_en-native,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,1.0
156.0,China,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Confucian,zh-cn,gemini-2.5-pro_China_zh-cn,2.0,2.0,1.0,2.0,1.0,4.0,8.0,1.0,1.0,3.0
484.0,Mexico,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,en,gemini-2.5-pro_Mexico_en,2.0,2.0,1.0,2.0,9.0,6.0,4.0,1.0,3.0,1.0
643.0,Russia,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Unknown,en,gemini-2.5-pro_Russia_en,3.0,2.0,1.0,2.0,6.0,1.0,7.0,1.0,1.0,1.0
12.0,Algeria,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en,gemini-2.5-pro_Algeria_en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
156.0,China,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Confucian,en,gemini-2.5-pro_China_en,2.0,2.0,1.0,3.0,1.0,4.0,8.0,1.0,1.0,1.0
434.0,Libya,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en,gemini-2.5-pro_Libya_en,3.0,2.0,1.0,2.0,10.0,1.0,1.0,3.0,1.0,9.0
756.0,Switzerland,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Protestant Europe,en,gemini-2.5-pro_Switzerland_en,2.0,1.0,3.0,1.0,3.0,10.0,8.0,2.0,2.0,2.0
446.0,Macao,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Confucian,pt,gemini-2.5-pro_Macao_pt,2.0,2.0,1.0,2.0,3.0,7.0,4.0,2.0,1.0,1.0
702.0,Singapore,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,West & South Asia,zh-cn,gemini-2.5-pro_Singapore_zh-cn,2.0,1.0,1.0,2.0,6.0,6.0,8.0,1.0,1.0,3.0
887.0,Yemen,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,ar,gemini-2.5-pro_Yemen_ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0
566.0,Nigeria,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en-native,gemini-2.5-pro_Nigeria_en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,3.0,1.0
152.0,Chile,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,en,gemini-2.5-pro_Chile_en,2.0,2.0,3.0,1.0,7.0,8.0,5.0,2.0,3.0,1.0
344.0,Hong Kong,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Confucian,zh-hk,gemini-2.5-pro_Hong Kong_zh-hk,3.0,2.0,3.0,2.0,3.0,7.0,7.0,3.0,1.0,3.0
620.0,Portugal,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Catholic Europe,en,gemini-2.5-pro_Portugal_en,2.0,2.0,1.0,1.0,7.0,9.0,7.0,2.0,3.0,1.0
434.0,Libya,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,fr,gemini-2.5-pro_Libya_fr,,2.0,1.0,3.0,10.0,1.0,1.0,3.0,1.0,1.0
410.0,Korea,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Unknown,ko,gemini-2.5-pro_Korea_ko,3.0,2.0,1.0,1.0,3.0,4.0,7.0,1.0,3.0,1.0
630.0,Puerto Rico,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,en-native,gemini-2.5-pro_Puerto Rico_en-native,2.0,2.0,1.0,1.0,9.0,7.0,4.0,1.0,3.0,1.0
630.0,Puerto Rico,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,es,gemini-2.5-pro_Puerto Rico_es,2.0,2.0,1.0,1.0,9.0,7.0,4.0,1.0,3.0,1.0
643.0,Russia,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Unknown,ru,gemini-2.5-pro_Russia_ru,2.0,2.0,1.0,2.0,6.0,2.0,7.0,1.0,1.0,4.0
320.0,Guatemala,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,es,gemini-2.5-pro_Guatemala_es,2.0,2.0,1.0,2.0,9.0,3.0,1.0,2.0,1.0,1.0
170.0,Colombia,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,en,gemini-2.5-pro_Colombia_en,1.0,2.0,1.0,2.0,9.0,7.0,4.0,1.0,1.0,1.0
586.0,Pakistan,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,African-Islamic,en-native,gemini-2.5-pro_Pakistan_en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,9.0
124.0,Canada,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,English-Speaking,en-native,gemini-2.5-pro_Canada_en-native,2.0,1.0,3.0,1.0,4.0,10.0,8.0,2.0,4.0,1.0
158.0,Taiwan,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Unknown,en,gemini-2.5-pro_Taiwan_en,2.0,2.0,1.0,2.0,4.0,8.0,7.0,2.0,3.0,1.0
218.0,Ecuador,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,es,gemini-2.5-pro_Ecuador_es,2.0,2.0,1.0,2.0,9.0,6.0,3.0,2.0,1.0,1.0
558.0,Nicaragua,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,Latin America,en,gemini-2.5-pro_Nicaragua_en,2.0,2.0,1.0,2.0,10.0,3.0,1.0,1.0,3.0,1.0
458.0,Malaysia,2025,1.0,multilingual_roleplay,gemini-2.5-pro,Unknown,West & South Asia,en-native,gemini-2.5-pro_Malaysia_en-native,2.0,2.0,1.0,2.0,9.0,2.0,3.0,2.0,3.0,1.0
434.0,Libya,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Libya_fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
422.0,Lebanon,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Lebanon_fr,3.0,2.0,1.0,2.0,10.0,3.0,5.0,2.0,3.0,1.0
218.0,Ecuador,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,en,gpt-4o_Ecuador_en,2.0,2.0,1.0,2.0,9.0,7.0,4.0,1.0,3.0,1.0
630.0,Puerto Rico,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,es,gpt-4o_Puerto Rico_es,2.0,2.0,1.0,2.0,10.0,10.0,5.0,1.0,3.0,1.0
380.0,Italy,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,en,gpt-4o_Italy_en,2.0,2.0,1.0,2.0,7.0,8.0,7.0,1.0,1.0,1.0
410.0,Korea,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,ko,gpt-4o_Korea_ko,2.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0
368.0,Iraq,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,ar,gpt-4o_Iraq_ar,2.0,2.0,1.0,2.0,9.0,1.0,5.0,1.0,1.0,1.0
380.0,Italy,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,it,gpt-4o_Italy_it,2.0,2.0,1.0,2.0,7.0,10.0,7.0,2.0,3.0,1.0
504.0,Morocco,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Morocco_fr,3.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,3.0,1.0
250.0,France,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,en,gpt-4o_France_en,2.0,2.0,3.0,1.0,5.0,10.0,8.0,2.0,1.0,1.0
400.0,Jordan,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Jordan_fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
124.0,Canada,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,English-Speaking,fr,gpt-4o_Canada_fr,3.0,1.0,1.0,2.0,5.0,10.0,8.0,1.0,2.0,2.0
404.0,Kenya,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en-native,gpt-4o_Kenya_en-native,2.0,2.0,1.0,2.0,9.0,3.0,3.0,1.0,3.0,3.0
646.0,Rwanda,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en-native,gpt-4o_Rwanda_en-native,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,1.0
250.0,France,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,fr,gpt-4o_France_fr,3.0,2.0,3.0,2.0,3.0,10.0,8.0,2.0,3.0,1.0
12.0,Algeria,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Algeria_fr,3.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,3.0,1.0
170.0,Colombia,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,es,gpt-4o_Colombia_es,2.0,2.0,1.0,2.0,10.0,8.0,5.0,1.0,1.0,1.0
840.0,United States,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,en-native,gpt-4o_United States_en-native,1.0,2.0,3.0,1.0,7.0,10.0,7.0,1.0,4.0,2.0
818.0,Egypt,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Egypt_fr,3.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,3.0,1.0
12.0,Algeria,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Algeria_en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,1.0
344.0,Hong Kong,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Confucian,zh-hk,gpt-4o_Hong Kong_zh-hk,2.0,2.0,1.0,3.0,5.0,8.0,7.0,2.0,1.0,3.0
32.0,Argentina,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,en,gpt-4o_Argentina_en,2.0,2.0,1.0,2.0,7.0,10.0,7.0,2.0,3.0,1.0
434.0,Libya,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Libya_en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
414.0,Kuwait,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,fr,gpt-4o_Kuwait_fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
620.0,Portugal,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,pt,gpt-4o_Portugal_pt,2.0,2.0,1.0,2.0,7.0,10.0,7.0,2.0,3.0,1.0
400.0,Jordan,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Jordan_en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,1.0
276.0,Germany,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Protestant Europe,de,gpt-4o_Germany_de,2.0,2.0,1.0,1.0,5.0,10.0,7.0,2.0,3.0,1.0
156.0,China,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Confucian,en,gpt-4o_China_en,2.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,3.0
634.0,Qatar,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Qatar_en,1.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,1.0
862.0,Venezuela,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,en,gpt-4o_Venezuela_en,2.0,2.0,1.0,2.0,9.0,5.0,5.0,2.0,3.0,1.0
608.0,Philippines,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,en-native,gpt-4o_Philippines_en-native,2.0,2.0,1.0,2.0,10.0,7.0,3.0,1.0,1.0,1.0
368.0,Iraq,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Iraq_en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,1.0
320.0,Guatemala,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,es,gpt-4o_Guatemala_es,2.0,2.0,1.0,2.0,10.0,7.0,3.0,1.0,1.0,1.0
634.0,Qatar,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Qatar_fr,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0
702.0,Singapore,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,West & South Asia,en-native,gpt-4o_Singapore_en-native,2.0,2.0,1.0,2.0,5.0,7.0,5.0,1.0,1.0,1.0
56.0,Belgium,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,de,gpt-4o_Belgium_de,2.0,1.0,1.0,2.0,5.0,10.0,8.0,2.0,3.0,2.0
634.0,Qatar,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,ar,gpt-4o_Qatar_ar,1.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,1.0
862.0,Venezuela,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,es,gpt-4o_Venezuela_es,2.0,2.0,1.0,2.0,10.0,7.0,5.0,2.0,3.0,1.0
756.0,Switzerland,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Protestant Europe,de,gpt-4o_Switzerland_de,1.0,1.0,1.0,2.0,5.0,10.0,7.0,1.0,1.0,1.0
12.0,Algeria,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,ar,gpt-4o_Algeria_ar,2.0,2.0,1.0,2.0,10.0,3.0,5.0,1.0,1.0,1.0
68.0,Bolivia,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,en,gpt-4o_Bolivia_en,2.0,2.0,1.0,2.0,8.0,5.0,5.0,1.0,3.0,1.0
504.0,Morocco,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,ar,gpt-4o_Morocco_ar,2.0,2.0,1.0,2.0,8.0,5.0,5.0,1.0,1.0,1.0
275.0,Palestine,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,fr,gpt-4o_Palestine_fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
724.0,Spain,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,en,gpt-4o_Spain_en,2.0,2.0,1.0,2.0,5.0,10.0,8.0,2.0,3.0,1.0
630.0,Puerto Rico,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,en-native,gpt-4o_Puerto Rico_en-native,1.0,2.0,1.0,2.0,8.0,8.0,5.0,1.0,3.0,1.0
788.0,Tunisia,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,ar,gpt-4o_Tunisia_ar,2.0,2.0,1.0,2.0,8.0,5.0,5.0,2.0,1.0,1.0
716.0,Zimbabwe,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en-native,gpt-4o_Zimbabwe_en-native,2.0,2.0,1.0,2.0,9.0,1.0,3.0,1.0,1.0,3.0
170.0,Colombia,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,en,gpt-4o_Colombia_en,2.0,2.0,1.0,2.0,10.0,8.0,5.0,1.0,1.0,1.0
68.0,Bolivia,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,es,gpt-4o_Bolivia_es,2.0,2.0,1.0,2.0,10.0,7.0,5.0,1.0,3.0,1.0
320.0,Guatemala,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,en,gpt-4o_Guatemala_en,2.0,2.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0
620.0,Portugal,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,en,gpt-4o_Portugal_en,2.0,2.0,1.0,2.0,7.0,10.0,7.0,1.0,3.0,1.0
854.0,Burkina Faso,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Burkina Faso_en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,1.0
288.0,Ghana,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en-native,gpt-4o_Ghana_en-native,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,1.0
344.0,Hong Kong,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Confucian,zh-cn,gpt-4o_Hong Kong_zh-cn,2.0,2.0,1.0,3.0,5.0,7.0,7.0,3.0,1.0,2.0
446.0,Macao,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Confucian,zh-cn,gpt-4o_Macao_zh-cn,2.0,2.0,1.0,2.0,5.0,8.0,7.0,2.0,1.0,3.0
368.0,Iraq,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Iraq_fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
558.0,Nicaragua,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,es,gpt-4o_Nicaragua_es,2.0,2.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,1.0
414.0,Kuwait,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,ar,gpt-4o_Kuwait_ar,2.0,2.0,1.0,2.0,10.0,3.0,2.0,1.0,1.0,1.0
887.0,Yemen,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Yemen_en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
466.0,Mali,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Mali_en,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,1.0
887.0,Yemen,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Yemen_fr,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0
32.0,Argentina,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,es,gpt-4o_Argentina_es,2.0,2.0,1.0,1.0,7.0,10.0,7.0,1.0,3.0,1.0
40.0,Austria,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Catholic Europe,en,gpt-4o_Austria_en,2.0,1.0,2.0,2.0,5.0,10.0,7.0,1.0,1.0,2.0
604.0,Peru,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,en,gpt-4o_Peru_en,2.0,2.0,1.0,2.0,8.0,5.0,5.0,1.0,3.0,1.0
392.0,Japan,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Confucian,en,gpt-4o_Japan_en,2.0,2.0,1.0,2.0,3.0,7.0,5.0,1.0,1.0,1.0
124.0,Canada,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,English-Speaking,en-native,gpt-4o_Canada_en-native,2.0,1.0,2.0,2.0,5.0,10.0,8.0,1.0,4.0,2.0
818.0,Egypt,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,en,gpt-4o_Egypt_en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,1.0
470.0,Malta,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,en-native,gpt-4o_Malta_en-native,1.0,2.0,1.0,2.0,8.0,8.0,2.0,1.0,1.0,1.0
275.0,Palestine,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,en,gpt-4o_Palestine_en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,3.0,1.0
818.0,Egypt,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,ar,gpt-4o_Egypt_ar,2.0,2.0,1.0,1.0,9.0,3.0,5.0,1.0,1.0,1.0
158.0,Taiwan,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,zh-tw,gpt-4o_Taiwan_zh-tw,2.0,2.0,1.0,3.0,3.0,10.0,7.0,2.0,3.0,3.0
894.0,Zambia,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,en-native,gpt-4o_Zambia_en-native,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,1.0
156.0,China,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Confucian,zh-cn,gpt-4o_China_zh-cn,2.0,2.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0
788.0,Tunisia,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,fr,gpt-4o_Tunisia_fr,3.0,2.0,1.0,2.0,10.0,3.0,5.0,2.0,3.0,1.0
554.0,New Zealand,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,English-Speaking,en-native,gpt-4o_New Zealand_en-native,1.0,1.0,2.0,2.0,5.0,10.0,8.0,1.0,3.0,2.0
417.0,Kyrgyzstan,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,ru,gpt-4o_Kyrgyzstan_ru,2.0,2.0,1.0,2.0,8.0,3.0,5.0,2.0,1.0,3.0
780.0,Trinidad and Tobago,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,en-native,gpt-4o_Trinidad and Tobago_en-native,1.0,2.0,1.0,2.0,9.0,5.0,5.0,1.0,3.0,1.0
422.0,Lebanon,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,African-Islamic,ar,gpt-4o_Lebanon_ar,2.0,2.0,1.0,2.0,8.0,5.0,5.0,2.0,1.0,1.0
332.0,Haiti,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Latin America,en,gpt-4o_Haiti_en,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,3.0,1.0
158.0,Taiwan,2025,1.0,multilingual_roleplay,gpt-4o,Unknown,Unknown,en,gpt-4o_Taiwan_en,2.0,2.0,1.0,2.0,3.0,8.0,7.0,1.0,1.0,3.0
